id,label
206409001,Neonatal vaginal hemorrhage (disorder)
206523001,Meconium ileus (disorder)
206528005,Meconium plug (disorder)
206567004,Overfeeding in newborn (finding)
206568009,Difficulty in feeding at breast (finding)
206588008,Congenital hypertonia (disorder)
207363009,Anxiety neurosis (finding)
107645002,Size finding (finding)
107658001,Mechanical abnormality (morphologic abnormality)
107666005,Fluid disturbance (morphologic abnormality)
107669003,Degenerative abnormality (morphologic abnormality)
107670002,Lysis AND/OR resorbed tissue (morphologic abnormality)
107671003,Vascular sclerosis (morphologic abnormality)
207787008,Fracture of orbital floor (disorder)
107673000,Cellular AND/OR subcellular abnormality (morphologic abnormality)
107675007,Chromosomal morphology (morphologic abnormality)
107680003,Cellular stain reaction (morphologic abnormality)
207985005,Multiple fractures of cervical spine (disorder)
208215006,Multiple fractures of thoracic spine (disorder)
107733003,Introduction procedure (procedure)
107736006,Musculoskeletal system incision (procedure)
107737002,Musculoskeletal system excision (procedure)
208388003,Fracture at wrist and/or hand level (disorder)
208393000,Fracture of metacarpal bone (disorder)
208513000,Multiple fractures of forearm (disorder)
107769006,Operative procedure on upper extremity (procedure)
208719004,Fracture of great toe (disorder)
208731002,Multiple fractures of femur (disorder)
208733004,Multiple fractures of foot (disorder)
107784002,Surgical procedure on lower extremity (procedure)
107793001,Operative procedure on ankle AND/OR foot (procedure)
107836000,Cardiovascular system incision (procedure)
107837009,Cardiovascular system excision (procedure)
209633004,Rupture of ankle ligament (disorder)
107876005,Operative procedure on integumentary system (procedure)
107877001,Integumentary system incision (procedure)
107878006,Integumentary system excision (procedure)
107896002,Operative procedure on skin of extremity (procedure)
107907001,Operative procedure on digestive system (procedure)
210078001,Injury of heart with hemopericardium (disorder)
210294003,Open wound of external ear (disorder)
210325009,Open wound of nose (disorder)
210339009,Open wound of face (disorder)
210341005,Open wound of cheek (disorder)
210342003,Open wound of forehead (disorder)
210344002,Open wound of lip (disorder)
107938000,Small intestine excision (procedure)
210358000,Open wound in mouth (disorder)
210363001,Open wound of tongue (disorder)
210410008,Open wound of front wall of thorax (disorder)
210412000,Open wound of back wall of thorax (disorder)
210458004,Open wound umbilical region (disorder)
210483004,Open wound of pelvic region (disorder)
210500001,Multiple open wounds of upper arm (disorder)
107957009,Operative procedure on digestive organ (procedure)
210563002,"Open wound of hand, palm (disorder)"
107963000,Excision of liver (procedure)
210712004,"Open wound foot, dorsum (disorder)"
210771000,Traumatic amputation of limb (disorder)
107982009,Endocrine system incision (procedure)
107983004,Endocrine system excision (procedure)
107994000,Operative procedure on hematopoietic system (procedure)
107996003,Lymphatic system excision (procedure)
108003002,Operative procedure on tonsils AND/OR adenoids (procedure)
211036004,Superficial injury of trunk (disorder)
211039006,"Abrasion, chest wall (disorder)"
108021004,Operative procedure on male genitourinary system (procedure)
108022006,Kidney excision (procedure)
108028005,Ureter excision (procedure)
108034003,Urinary bladder excision (procedure)
211476000,"Contusion, throat (disorder)"
211642004,Foreign body in sigmoid colon (disorder)
10810001,Disorder of lens (disorder)
108116000,Spinal cord excision (procedure)
108147006,Anterior segment of eye incision (procedure)
212442006,Lisfranc foot amputation (procedure)
212484003,Multiple superficial injuries of neck (disorder)
212490004,Multiple open wounds of forearm (disorder)
212491000,Multiple open wounds of lower leg (disorder)
10818008,Congenital malposition of heart (disorder)
108188006,Abdomen incision (procedure)
108189003,Abdomen excision (procedure)
108193009,Abdomen destructive procedure (procedure)
10823008,Strongyloides (organism)
108257001,Anatomic pathology procedure (procedure)
108262000,Molecular biology method (procedure)
108264004,Microbial identification kit method (procedure)
212962007,Drowning and non-fatal immersion (disorder)
212966005,Effects of hunger (disorder)
212976008,Asphyxia by strangulation (event)
108273007,Radiographic imaging procedure by site (procedure)
10828004,Positive (qualifier value)
108283006,Ultrasound procedure on cardiovascular system (procedure)
108294005,Nuclear medicine diagnostic procedure on cardiovascular system (procedure)
213246001,Necrosis of amputation stump (disorder)
213257006,Generally unwell (finding)
213281004,Ketonemia (disorder)
108300008,Nuclear medicine diagnostic procedure on nervous system (procedure)
213293008,Aseptic peritonitis (disorder)
213294002,Chemical peritonitis (disorder)
108305003,Physical rehabilitation therapy procedure (regime/therapy)
108310004,Psychologic AND/OR psychiatric procedure AND/OR service (procedure)
108311000,"Psychiatric procedure, interview AND/OR consultation (procedure)"
108329005,Social context finding (finding)
108365000,Infection of skin (disorder)
108371006,Bone structure of tarsus (body structure)
10849003,Removal of foreign body (procedure)
1085006,Candidiasis of vulva (disorder)
216325001,Acquired hyperbilirubinemia (disorder)
10879005,Pasteurella multocida (organism)
10890000,Disorder of salivary gland (disorder)
109006,Anxiety disorder of childhood OR adolescence (disorder)
220522009,Repair of ruptured tendon (procedure)
10904000,Orthostatic body position (finding)
221360009,Spasticity (finding)
109228008,"Knee joint prosthesis, device (physical object)"
109245003,Cellulitis of periorbital region (disorder)
109255004,Mucositis following therapy (disorder)
109256003,Mucositis following chemotherapy (disorder)
109262008,Acute mucositis (disorder)
109263003,Chronic mucositis (disorder)
109271004,Melanocytic nevus of lip (disorder)
109284008,Melanoma in situ of trunk (disorder)
109286005,Melanoma in situ of skin of breast (disorder)
109287001,Melanocytic nevus of perianal skin (disorder)
109290007,Melanoma in situ of upper limb (disorder)
109294003,Melanoma in situ of lower limb (disorder)
10930001,Congenital atresia of pulmonary artery (disorder)
109301001,Radiation injury of bone (disorder)
223458004,Informing (procedure)
223474009,Liaising with (procedure)
223475005,Consulting with (procedure)
109333005,Osteoradionecrosis (disorder)
109334004,Osteoradionecrosis of facial bones (disorder)
109355002,Carcinoma in situ (disorder)
109363001,Right pneumothorax (disorder)
224107004,Member of atypical family (finding)
224161001,"Offspring leaving home, life event (finding)"
109386008,Kaposi's sarcoma of skin (disorder)
109389001,Kaposi's sarcoma of gastrointestinal tract (disorder)
109420003,Dysostosis (disorder)
10942006,Plication (procedure)
224773006,Benefits and pensions (qualifier value)
224774000,Social security benefits (qualifier value)
224884006,Location within hospital premises (environment)
224891009,Healthcare services (qualifier value)
224898003,Orthotic device (physical object)
224930009,Services (qualifier value)
224959009,Normal physiological development (finding)
224960004,Tired (finding)
224965009,Grief finding (finding)
224994002,Excessive weight gain (finding)
224998004,Slow learner (finding)
225143001,Checking dressing of skin (procedure)
225162003,Examination of abdomen (procedure)
225211008,Search procedure (procedure)
225217007,Psychodynamic and/or supportive psychotherapeutic intervention (procedure)
225314003,Risk management (procedure)
225351009,Care provision regime (regime/therapy)
225355000,Care of patient states (regime/therapy)
225364005,Care of body sites (regime/therapy)
225365006,Care regime (regime/therapy)
225452001,Paranoid delusion (finding)
225454000,Sensory distortion (finding)
225477000,Sexually abusive behavior (finding)
225481000,Abusive behavior (finding)
225525008,Eating finding (finding)
225541009,Granulation of tissue (finding)
225542002,Finding of skin healing (finding)
225544001,Skin appearance normal (finding)
225565007,Perineal pain (finding)
225566008,Ischemic chest pain (finding)
225578007,Drinking finding (finding)
225585006,Gastric aspirate finding (finding)
225587003,Gastric reflux (finding)
225606002,Abnormal movement (finding)
225624000,Panic attack (finding)
225652009,Lack of emotional response (finding)
225670007,Examination of ear (procedure)
225706007,Interpersonal relationship finding (finding)
225723003,Decreased sexual function (finding)
225790006,Finding relating to autonomy and empowerment (finding)
225793008,Disempowered (finding)
225818009,Victim of other person's behavior (finding)
109549008,Congenital anomaly of lip (disorder)
225873007,Finding relating to grief and dying (finding)
225885004,Health assessment (procedure)
109558001,Dieulafoy's vascular malformation (disorder)
226080004,Paralysis of glottis (disorder)
226083002,Excision of joint (procedure)
226374001,Complex carbohydrate (substance)
226379006,Food intake (observable entity)
109610001,Parulis (disorder)
109683005,Fracture of dental root (disorder)
109686002,Abscess of maxilla (disorder)
10971007,Incision of soft tissue (procedure)
228157003,Gross motor disability (finding)
228272008,Health-related behavior (observable entity)
228273003,Finding relating to alcohol drinking behavior (finding)
109800008,Disorder of uvula of palate (disorder)
228366006,Finding relating to drug misuse behavior (finding)
228372006,Poly-drug misuser (finding)
10981006,Severe mixed bipolar I disorder with psychotic features (disorder)
228395002,Shares drug injecting equipment (finding)
228440007,Drug-related offending behavior (finding)
228594004,Adaptive and compensatory techniques (regime/therapy)
228623005,Environmental adaptation (regime/therapy)
109850001,Carcinoma in situ of digestive organ (disorder)
109853004,Malignant mesothelioma of peritoneum (disorder)
228955007,Non-standard dietary quantity (qualifier value)
229057006,Meetings (procedure)
229058001,Case conference (procedure)
229060004,Contributory benefit (qualifier value)
109888004,Lobular carcinoma in situ of breast (disorder)
229301009,Incentive spirometry (regime/therapy)
229306004,Positive pressure therapy (regime/therapy)
229315006,Manual therapy (regime/therapy)
109913001,Benign neoplasm of meninges (disorder)
229499000,Body massage (regime/therapy)
229712006,Disorders of attention and motor control (disorder)
229721007,Speech delay (disorder)
229747003,Developmental dysphasia (finding)
109958007,Hematologic neoplasm of uncertain behavior (disorder)
109962001,Diffuse non-Hodgkin's lymphoma (disorder)
229811005,Foot callus (disorder)
229817009,Curettage of verrucae pedis (procedure)
109966003,"Diffuse non-Hodgkin's lymphoma, immunoblastic (disorder)"
109969005,"Diffuse non-Hodgkin's lymphoma, large cell (disorder)"
229931005,Procedure on ureter (procedure)
109977009,Peripheral T-cell lymphoma (disorder)
109978004,T-cell lymphoma (disorder)
109979007,B-cell lymphoma (disorder)
109984001,Gamma heavy chain disease (disorder)
